itemName,type,meal,location,ingredients
ALFREDO PESTO SAUCE,PIZZA/ PASTA,Dinner,Livingston,"ALFREDO SAUCE (MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER), SAUCE PESTO WITHOUT NUTS (FRESH BASIL, OLIVE OIL, IMPORTED ROMANO CHEESE, (PASTEURIZED SHEEP MIK, ENZYMES, SALT), FRESH GARLIC, WATER, SPICES, CITRIC ACID.)"
BAKED MACARONI AND CHEESE,PIZZA/ PASTA,Dinner,Livingston,"PASTA ELBOW (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID. THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), PRD SQUASH BUTTERNUT, SAUCE CHEESE CHEDDAR GEHLS (WATER, CHEESE WHEY, PALM OIL, MODIFIED TAPIOCA STARCH, MODIFIED CORN STARCH, MALTODEXTRIN, SODIUM PHOSPHATE, CHEDDAR CHEESE (MILK, CULTURES, SALT, ENZYMES), SALT, NATURAL AND ARTIFICIAL FLAVORS, VINEGAR, SODIUM STEAROYL LACTYLATE, CITRIC ACID, MONO & DIGLYCERIDES, PHOSPHORIC ACID, YEAST EXTRACT, ANNATTO COLOR, CAROTENE COLOR, PAPRIKA COLOR.), MILK WHOLE 5GAL, BREAD CRUMBS PANKO, CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), OIL WESSON CANOLA 4/1GAL, SALT, SPANISH PAPRIKA"
HAND TOSSED CHEESE PIZZA,PIZZA/ PASTA,Dinner,Livingston,"PIZZA DOUGH BALL 20oz, SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.)"
HAND TOSSED PEPPERONI PIZZA,PIZZA/ PASTA,Dinner,Livingston,"PIZZA DOUGH BALL 20oz, SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY PEPPERONI * 20 LB CASE (TURKEY, PEPPERONI SEASONING (CORN SYRUP, SPICES (MUSTARD), PAPRIKA, DEXTROSE, PAPRIKA OLEORESIN, GARLIC POWDER, SPICE EXTRACTIVES, SMOKE FLAVORING), WATER, CONTAINS 2% OR LESS SALT, CITRIC ACID, DEXTROSE, CARRAGEENAN, PEPPER, SODIUM NITRITE.)"
PENNE PASTA,PIZZA/ PASTA,Dinner,Livingston,"WATER FRESH, PASTA PENNE RIGATE (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), SALT, OIL OLIVE 25%/75%"
PLAIN TOMATO SAUCE,PIZZA/ PASTA,Dinner,Livingston,"SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL"
SAVORY PLANT-BASED BREAKFAST PATTIES #GREEN,BREAKFAST MEATS,Lunch,Neilson,"VEGAN BREAKFAST PATTY SAUS'AGE (WATER, SOY PROTEIN CONCENTRATE, CANOLA OIL, VITAL WHEAT GLUTEN, SOY PROTEIN ISOLATE, YEAST EXTRACT, CONTAINS 2% OR LESS OF METHYLCELLULOSE, ORGANIC CANE SUGAR, POTATO STARCH, SEA SALT, SPICES, SALT, NATURAL FLAVORS, ORGANIC CARAMEL COLOR, ONION POWDER, MALT EXTRACT (MALTED BARLEY, WATER), GARLIC POWDER, CANE SUGAR.)"
TURKEY BACON,BREAKFAST MEATS,Lunch,Neilson,
BELGIAN WAFFLES #GREEN,BREAKFAST ENTREES,Lunch,Neilson,WATER FRESH
FRENCH TOAST STICKS #GREEN,BREAKFAST ENTREES,Lunch,Neilson,"FRENCH TOAST STICKS, FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
HARD BOILED EGGS #GREEN,BREAKFAST ENTREES,Lunch,Neilson,"EGGS FRESH X LARGE 15 DZ, WATER FRESH, SALT"
OATMEAL #GREEN,BREAKFAST ENTREES,Lunch,Neilson,"WATER FRESH, CEREAL OLD FASHION OATMEAL"
SCRAMBLED EGGS #GREEN,BREAKFAST ENTREES,Lunch,Neilson,"EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), MILK WHOLE 5GAL, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
SPINACH QUICHE,BREAKFAST ENTREES,Lunch,Neilson,"SHELLS PIE 9"" , MILK 2% 5Gal, MILK CREAM HEAVY QT FRESH 40% (CREAM, MILK, CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80.), EGGS FRESH X LARGE 15 DZ, MILK LIGHT CREAM 1/2 GAL, VEG FRZ SPINACH CHOPPED 36#, CHEESE SWISS 4x4 (PASTEURIZED MILK, CULTURE, SALT, ENZYMES), SALT, GRANULATED SUGAR, CAYENNE PEPPER"
ASSORTED CONTRACT MUFFINS,BREAKFAST BAKERY,Lunch,Neilson,MUFFIN ASSORTED CONTRACT REG
BAGEL WEEKEND ASSORTMENT,BREAKFAST BAKERY,Lunch,Neilson,BAGEL REG ASSORTMENT
PLAIN BAGELS,BREAKFAST BAKERY,Lunch,Neilson,"RU BAGEL PLAIN (HIGH GLUTEN WHEAT FLOUR (BLEACHED WHEAT FLOUR ENRICHED (BLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), MALTED BARLEY FLOUR, POTASSIUM BROMATE.), WATER FRESH, LIGHT BROWN SUGAR, SALT, BAKER'S YEAST. PRODUCED IN A FACILITY THAT ALSO USES MILK, EGGS, SOY, PEANUTS AND TREE NUTS)"
BROCCOLI BUDS OP #GREEN,SALAD BAR,Lunch,Neilson,PRD BROCCOLI FLORETTES 4/3#
CUCUMBERS #GREEN,SALAD BAR,Lunch,Neilson,PRD CUCUMBER
LETTUCE #GREEN,SALAD BAR,Lunch,Neilson,PRD LETTUCE ICEBERG 24HD
TOMATO WEDGES #GREEN,SALAD BAR,Lunch,Neilson,PRD TOMATO LARGE (6x6)
PASTA DITALINI & BEAN SOUP #GREEN,SOUPS,Lunch,Neilson,"WATER FRESH, PASTA DITALINI (SEMOLINA (WHEAT), DURUM WHEAT FLOUR THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), VEG DRY BEANS RED KIDNEY, VEG BEANS CANNELLINI #10, BASE VEGETABLE LOW SODIUM, PRD CARROT, PRD ONION SPANISH DRY, PRD GARLIC PEELED FRESH GAL, OREGANO LEAVES, BASIL LEAF"
"12"" HOAGIE ROLL",DELI BAR ENTREE,Lunch,Neilson,"ROLL SUB 12"" SLICED (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,)"
DELI MEAT,DELI BAR ENTREE,Lunch,Neilson,"TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), THUMANN HAM BOILED CASH ONLY (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS.), SALAMI GENOA (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF DEXTROSE, WATER, SPICES, SODIUM ASCORBATE, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), THUMANN HAM CAPICOLA HOT -(DRY) (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS. COATED WITH SPICES, DEXTROSE, PAPRIKA.)"
EGG SALAD #GREEN,DELI BAR ENTREE,Lunch,Neilson,"0, DRESSING MAYONNAISE (SOYBEAN OIL, WATER, WHOLE EGGS AND EGG YOLKS, DISTILLED VINEGAR, SALT, SUGAR, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), NATURAL FLAVORS.), PRD CELERY PASCAL, SALT, BLACK PEPPER"
ROTISSERIE BBQ CHICKEN,DELI BAR ENTREE,Lunch,Neilson,"CHICKEN WHOLE FRESH, DRESSING KETCHUP 20oz SQUZ USD (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORINGS), DARK BROWN SUGAR, VINEGAR CIDER, KOSHER SALT, SAUCE FRANKS HOT 4/1gal (AGED CAYENNE RED PEPPER, DISTILLED VINEGAR, WATER, SALT, GARLIC POWDER), GRANULATED ONION, SPANISH PAPRIKA, GRANULATED GARLIC, GROUND CUMIN, CHILI POWDER (CHILI PEPPER, SPICES, SALT, SILICON DIOXIDE (TO MAKE FREE FLOWING), AND GARLIC.), ALLSPICE"
BREADED FRIED FLOUNDER #GREEN,ENTREES,Lunch,Neilson,"FRZ FISH FLOUNDER BRD 4OZ, FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
CHICKEN TERIYAKI,ENTREES,Lunch,Neilson,"CHICKEN CUTLET 4oz OFF/SK FRSH, SAUCE TERIYAKI GLAZE 6/.5GAL (SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), SUGAR, WATER, MODIFIED CORN STARCH, ONION JUICE, VINEGAR, NATURAL FLAVOR, GARLIC POWDER, MALIC ACID, SPICE, SODIUM BENZOATE, LESS THAN 1/10 OF 1% AS A PRESERVATIVE, DISODIUM INOSINATE, DISODIUM GUANYLATE.), PRD ONION SPANISH DRY, PRD SQUASH YELLOW, VEG MUSHROOMS STRAW 6/102oz (MUSHROOMS, WATER, SALT), PRD PEPPER RED * AVG 22/25#, PRD CARROT, CORNSTARCH SLURRY (WATER FRESH, CORNSTARCH), OIL WESSON CANOLA 4/1GAL"
POTATO TATER TOTS,STARCH & POTATOES,Lunch,Neilson,"POTATO TATER TOT (POTATOES, VEGETABLE OIL (SOYBEAN, CANOLA, AND OR COTTONSEED OILS), CONTAINS LESS THAN 2% OF DEXTROSE, SEA SALT, DISODIUM DIHYDROGEN PYROPHOSPHATE (TO MAINTAIN NATURAL COLOR.), FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
ASPARAGUS SPEARS,VEGGIES,Lunch,Neilson,"PRD ASPARAGUS GREEN 11LB, OIL OLIVE 25%/75%"
ICED BROWNIE,DESSERTS,Lunch,Neilson,
OMELETS MADE TO ORDER,COOK TO ORDER BAR,Lunch,Neilson,"EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), EGG WHITES 12/2 lbs (EGG WHITES, GUAR GUM, TRIETHYL CITRATE (ADDED AS WHIPPING AID)), BACON "" REAL "" BITS (PORK BACON CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE, MAY CONTAIN NATURAL SMOKE FLAVORING.), SAUCE SALSA THICK AND CHUNKY (TOMATOES, WATER, JALAPENO PEPPERS, TOMATO PASTE, ONIONS, DRIED ONION, SALT, DISTILLED VINEGAR, DRIED GARLIC, NATURAL FLAVOR), CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), THUMANN SAUSAGE CRUMBLES (PORK, WATER, SALT, DEXTROSE, ISOLATED SOY PROTEIN, FLAVORINGS, PAPRIKA, BHA, CITRIC ACID.), PRD BROCCOLI FLORETTES 4/3#, PRD MUSHROOM 10# 1""-1.5"" DIAM, CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), PRD PEPPER RED * AVG 22/25#, HAM BOILED (IMPORTED HAM, WATER ADDED. CURED WITH WATER, SALT, DEXTROSE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ASCORBATE, SODIUM NITRITE.), PRD PEPPER GREEN LARGE, PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6), SAVORY TOFU OMELET (VEGAN) (CORNSTARCH, PASTE TAHINI, GROUND TURMERIC, ONION POWDER, KOSHER SALT), PRD ASPARAGUS GREEN 11LB, FISH SALMON SMOKED LOX (FARM RAISED ATLANTIC SALMON, SALT, BROWN SUGAR, AND NATURAL OAKWOOD SMOKE.), VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
GARLICKY BOK CHOY,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"PRD BOK CHOY BABY, OIL OLIVE 25%/75%, KOSHER SALT, PRD GARLIC PEELED FRESH GAL"
HAWAIIAN SHRIMP FOR SAUTE,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"FRZ FISH SHRIMP LG PDI 41-50CT T/OFF, SAUCE ASIAN MENU SWEET & SOUR (LIQUID SUGAR, WATER, SUGAR, VINEGAR, BROWN SUGAR, PINEAPPLE JUICE, KETCHUP (TOMATOES, VINEGAR, CORN SWEETENER, SALT, ONION POWDER, SPICE, NATURAL FLAVORING), SOYBEAN OIL, PROPYLENE GLYCOL ALGINATE, XANTHAN GUM, FD&C RED #40 COLORING, LESS THAN .1% SODIUM BENZOATE AND POTASSIUM SORBATE ADDED AS PRESERVATIVES AND FD&C YELLOW #5 AND #6 COLORING.), FRUIT PINEAPPLE CHUNKS, PRD PEPPER RED * AVG 22/25#, PRD PEPPER GREEN LARGE, OIL WESSON CANOLA 4/1GAL"
STEAMED WHITE RICE,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), SALT"
TERIYAKI GLAZED TOFU VEGETABLE STIR FRY #GREEN,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE), PRD SQUASH ZUCCHINI 20#, PRD MUSHROOM SLICED REG, PRD ONION SPANISH DRY, PRD PEPPER RED * AVG 22/25#, PRD PEPPER GREEN LARGE, SAUCE ASIAN MENU HOISIN TERIYAKI (SUGAR, BEAN SAUCE (WATER, SOYBEANS, SALT, SUGAR, WHEAT FLOUR, SOYBEAN OIL, SESAME OIL, MODIFIED CORN STARCH, CARAMEL COLOR, COOKING WINE (RICE, WATER, SALT), LACTIC ACID, CITRIC ACID), WATER, SWEET POTATO JUICE CONCENTRATE, RICE VINEGAR, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), MOLASSES, FOOD STARCH- MODIFIED, CITRIC ACID, SPICE, SESAME OIL, POTASSIUM SORBATE AND SODIUM BENZOATE (PRESERVATIVES). ), OIL WESSON CANOLA 4/1GAL, GLUTEN FREE TAMARI SOY SAUCE, PRD GARLIC PEELED FRESH GAL, WHITE GROUND PEPPER"
THAI RED CURRY CHICKEN,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"CHICKEN STRIP 1/4 X 1/4 X 3, PRD POTATO CHEF, WATER FRESH, PRD ONION SPANISH DRY, CREAM OF COCONUT 15oz C.LOPEZ (COCONUT, SUGAR, WATER, POLYSORBATE 60, SORBITAN MONOSTEARATE, SALT, PROPYLENE GLYCOL ALGINATE, MONO AND DIGLYCERIDES (EMULSIFIERS), CITRIC ACID, GUAR GUM, LOCUST BEAN.), PASTE CURRY RED , CORNSTARCH SLURRY (WATER FRESH, CORNSTARCH), MILK COCONUT * UNSWEETENED CAN, SAUCE FISH, OIL WESSON CANOLA 4/1GAL, JUICE FRESH LIME NATURAL, BASE CHICKEN (CHICKEN (INCLUDING MEAT, SKIN AND FAT), SALT, SUGAR, HYDROLYZED SOY PROTEIN, ONION POWDER, MALTODEXTRIN, FOOD STARCH � MODIFIED, POTATO FLOUR, YEAST EXTRACT, NATURAL FLAVORS (CONTAINS EGG), SPICES, TURMERIC, DISODIUM INOSINATE, DISODIUM GUANYLATE, GARLIC POWDER, CHICKEN BROTH, WHEY POWDER (MILK), AND POTATO MALTODEXTRIN.)"
VEGETABLE FRIED RICE #GREEN,WOK/ MONGOLIAN GRILL,Lunch,Neilson,"PRD BROCCOLI FLORETTES 4/3#, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), PRD ONION SPANISH DRY, GLUTEN FREE TAMARI SOY SAUCE, PRD PEPPER RED * AVG 22/25#, OIL OLIVE PURE, PRD GARLIC PEELED FRESH GAL, GROUND GINGER, BLACK PEPPER"
FUSILLI PASTA,PIZZA/ PASTA,Lunch,Neilson,"WATER FRESH, PASTA ROTINI (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), OIL WESSON CANOLA 4/1GAL, KOSHER SALT"
PLAIN TOMATO SAUCE,PIZZA/ PASTA,Lunch,Neilson,"SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL, BASIL LEAF, OREGANO LEAVES"
ROASTED BUTTERNUT SQUASH RAVIOLI W/ SAGE BUTTER #GREEN,PIZZA/ PASTA,Lunch,Neilson,"WATER FRESH, BUTTER PRINT SOLIDS 36/1lb, HERB FRESH SAGE"
ROUND CHEESE PIZZA LARGE #GREEN,PIZZA/ PASTA,Lunch,Neilson,"FRZ PIZZA CRUST 16"", CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), SAUCE PREPARED PIZZA , OREGANO LEAVES, BASIL LEAF"
ROUND PEPPERONI CHEESE PIZZA,PIZZA/ PASTA,Lunch,Neilson,"FRZ PIZZA CRUST 16"", SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY PEPPERONI * 20 LB CASE (TURKEY, PEPPERONI SEASONING (CORN SYRUP, SPICES (MUSTARD), PAPRIKA, DEXTROSE, PAPRIKA OLEORESIN, GARLIC POWDER, SPICE EXTRACTIVES, SMOKE FLAVORING), WATER, CONTAINS 2% OR LESS SALT, CITRIC ACID, DEXTROSE, CARRAGEENAN, PEPPER, SODIUM NITRITE.), OREGANO LEAVES, BASIL LEAF"
VODKA SAUCE,PIZZA/ PASTA,Lunch,Neilson,"ALFREDO SAUCE (MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER), VEG TOMATO CRUSHED SCLAFANI (TOMATOES, SALT), VODKA TRAVELERS CLUB 750ml"
WHOLE WHEAT PENNE,PIZZA/ PASTA,Lunch,Neilson,"WATER FRESH, PASTA WHGRAIN PENNE (WHOLE GRAIN DURUM WHEAT FLOUR. THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), OIL OLIVE 25%/75%"
BABY BOK CHOY WITH SWEET CHILI SAUCE,VEGETARIAN,Lunch,Neilson,"PRD BOK CHOY BABY, SAUCE CHILI SWEET THAI, PRD PEPPER RED * AVG 22/25#"
BAKED BROWN RICE #GREEN,VEGETARIAN,Lunch,Neilson,"WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), SALT"
FINGERLING POTATOS WITH ROASTED MUSHROOMS #GREEN,VEGETARIAN,Lunch,Neilson,"PRD POTATO FINGERLING , PRD MUSHROOM BUTTON, OIL OLIVE 25%/75%, KOSHER SALT, HERB FRESH PARSLEY CURLY BUNCH, BLACK PEPPER"
NEW ORLEANS-STYLE JAMBALAYA #GREEN,VEGETARIAN,Lunch,Neilson,"PRD TOMATO LARGE (6x6), VEGAN CRUMBLES (WATER, SOY PROTEIN CONCENTRATE, ORGANIC CARAMEL COLOR, CANOLA OIL, ORGANIC CANE SUGAR, YEAST EXTRACT, ONION POWDER, SALT, GARLIC POWDER, NATURAL FLAVORS, SEA SALT, SUGAR, SPICES), WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), WINE CHABLIS CAPRI 3L, PRD ONION SPANISH DRY, PRD PEPPER GREEN LARGE, PRD CELERY PASCAL, VEG FRZ OKRA CUT, BASE VEGETABLE *GOLDEN* RC (SALT, DEHYDRATED VEGETABLES (ONION, TOMATO, CARROT, CELERY, BELL PEPPER, CARROT JUICE, GREEN LEEK), SUGAR, AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, PALM OIL, GARLIC POWDER, SPICES, DISODIUM INOSINATE, DISODIUM GUANYLATE, TURMERIC EXTRACT (COLOR), AND NATURAL FLAVORS.), PRD GARLIC PEELED FRESH GAL, OIL OLIVE PURE, HERB FRESH PARSLEY CURLY BUNCH, BLACK PEPPER, SAUCE TABASCO 12oz, SAGE, THYME LEAVES, GROUND MARJORAM"
CUCUMBERS #GREEN,SALAD BAR,Dinner,Neilson,PRD CUCUMBER
LETTUCE #GREEN,SALAD BAR,Dinner,Neilson,PRD LETTUCE ICEBERG 24HD
TOMATO WEDGES #GREEN,SALAD BAR,Dinner,Neilson,PRD TOMATO LARGE (6x6)
PASTA DITALINI & BEAN SOUP #GREEN,SOUPS,Dinner,Neilson,"WATER FRESH, PASTA DITALINI (SEMOLINA (WHEAT), DURUM WHEAT FLOUR THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), VEG DRY BEANS RED KIDNEY, VEG BEANS CANNELLINI #10, BASE VEGETABLE LOW SODIUM, PRD CARROT, PRD ONION SPANISH DRY, PRD GARLIC PEELED FRESH GAL, OREGANO LEAVES, BASIL LEAF"
"12"" HOAGIE ROLL",DELI BAR ENTREE,Dinner,Neilson,"ROLL SUB 12"" SLICED (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,)"
